,images,target
1807,./COVID-19_Radiography_Dataset/COVID/masks/COVID-655.png,COVID-19
1808,./COVID-19_Radiography_Dataset/COVID/masks/COVID-604.png,COVID-19
1809,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3596.png,COVID-19
1810,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3407.png,COVID-19
1811,./COVID-19_Radiography_Dataset/COVID/masks/COVID-678.png,COVID-19
1812,./COVID-19_Radiography_Dataset/COVID/masks/COVID-926.png,COVID-19
1813,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2688.png,COVID-19
1814,./COVID-19_Radiography_Dataset/COVID/masks/COVID-738.png,COVID-19
1815,./COVID-19_Radiography_Dataset/COVID/masks/COVID-52.png,COVID-19
1816,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3176.png,COVID-19
1817,./COVID-19_Radiography_Dataset/COVID/masks/COVID-77.png,COVID-19
1818,./COVID-19_Radiography_Dataset/COVID/masks/COVID-565.png,COVID-19
1819,./COVID-19_Radiography_Dataset/COVID/masks/COVID-305.png,COVID-19
1820,./COVID-19_Radiography_Dataset/COVID/masks/COVID-526.png,COVID-19
1821,./COVID-19_Radiography_Dataset/COVID/masks/COVID-348.png,COVID-19
1822,./COVID-19_Radiography_Dataset/COVID/masks/COVID-724.png,COVID-19
1823,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2906.png,COVID-19
1824,./COVID-19_Radiography_Dataset/COVID/masks/COVID-56.png,COVID-19
1825,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3413.png,COVID-19
1826,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2693.png,COVID-19
1827,./COVID-19_Radiography_Dataset/COVID/masks/COVID-795.png,COVID-19
1828,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3543.png,COVID-19
1829,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3448.png,COVID-19
1830,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2724.png,COVID-19
1831,./COVID-19_Radiography_Dataset/COVID/masks/COVID-685.png,COVID-19
1832,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3087.png,COVID-19
1833,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2799.png,COVID-19
1834,./COVID-19_Radiography_Dataset/COVID/masks/COVID-634.png,COVID-19
1835,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3563.png,COVID-19
1836,./COVID-19_Radiography_Dataset/COVID/masks/COVID-763.png,COVID-19
1837,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3274.png,COVID-19
1838,./COVID-19_Radiography_Dataset/COVID/masks/COVID-446.png,COVID-19
1839,./COVID-19_Radiography_Dataset/COVID/masks/COVID-309.png,COVID-19
1840,./COVID-19_Radiography_Dataset/COVID/masks/COVID-958.png,COVID-19
1841,./COVID-19_Radiography_Dataset/COVID/masks/COVID-523.png,COVID-19
1842,./COVID-19_Radiography_Dataset/COVID/masks/COVID-825.png,COVID-19
1843,./COVID-19_Radiography_Dataset/COVID/masks/COVID-7.png,COVID-19
1844,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3351.png,COVID-19
1845,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3046.png,COVID-19
1846,./COVID-19_Radiography_Dataset/COVID/masks/COVID-842.png,COVID-19
1847,./COVID-19_Radiography_Dataset/COVID/masks/COVID-583.png,COVID-19
1848,./COVID-19_Radiography_Dataset/COVID/masks/COVID-391.png,COVID-19
1849,./COVID-19_Radiography_Dataset/COVID/masks/COVID-943.png,COVID-19
1850,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2827.png,COVID-19
1851,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3007.png,COVID-19
1852,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2739.png,COVID-19
1853,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3207.png,COVID-19
1854,./COVID-19_Radiography_Dataset/COVID/masks/COVID-902.png,COVID-19
1855,./COVID-19_Radiography_Dataset/COVID/masks/COVID-786.png,COVID-19
1856,./COVID-19_Radiography_Dataset/COVID/masks/COVID-328.png,COVID-19
1857,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2995.png,COVID-19
1858,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3500.png,COVID-19
1859,./COVID-19_Radiography_Dataset/COVID/masks/COVID-854.png,COVID-19
1860,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3123.png,COVID-19
1861,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3513.png,COVID-19
1862,./COVID-19_Radiography_Dataset/COVID/masks/COVID-61.png,COVID-19
1863,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3144.png,COVID-19
1864,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2997.png,COVID-19
1865,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2873.png,COVID-19
1866,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3378.png,COVID-19
1867,./COVID-19_Radiography_Dataset/COVID/masks/COVID-278.png,COVID-19
1868,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3050.png,COVID-19
1869,./COVID-19_Radiography_Dataset/COVID/masks/COVID-777.png,COVID-19
1870,./COVID-19_Radiography_Dataset/COVID/masks/COVID-582.png,COVID-19
1871,./COVID-19_Radiography_Dataset/COVID/masks/COVID-838.png,COVID-19
1872,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2752.png,COVID-19
1873,./COVID-19_Radiography_Dataset/COVID/masks/COVID-951.png,COVID-19
1874,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3205.png,COVID-19
1875,./COVID-19_Radiography_Dataset/COVID/masks/COVID-632.png,COVID-19
1876,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2686.png,COVID-19
1877,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3491.png,COVID-19
1878,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3068.png,COVID-19
1879,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2849.png,COVID-19
1880,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3218.png,COVID-19
1881,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3114.png,COVID-19
1882,./COVID-19_Radiography_Dataset/COVID/masks/COVID-626.png,COVID-19
1883,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3376.png,COVID-19
1884,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3459.png,COVID-19
1885,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3418.png,COVID-19
1886,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3508.png,COVID-19
1887,./COVID-19_Radiography_Dataset/COVID/masks/COVID-899.png,COVID-19
1888,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3611.png,COVID-19
1889,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3054.png,COVID-19
1890,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2912.png,COVID-19
1891,./COVID-19_Radiography_Dataset/COVID/masks/COVID-611.png,COVID-19
1892,./COVID-19_Radiography_Dataset/COVID/masks/COVID-285.png,COVID-19
1893,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2916.png,COVID-19
1894,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3559.png,COVID-19
1895,./COVID-19_Radiography_Dataset/COVID/masks/COVID-311.png,COVID-19
1896,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2758.png,COVID-19
1897,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2672.png,COVID-19
1898,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3246.png,COVID-19
1899,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2783.png,COVID-19
1900,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3426.png,COVID-19
1901,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2895.png,COVID-19
1902,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3380.png,COVID-19
1903,./COVID-19_Radiography_Dataset/COVID/masks/COVID-826.png,COVID-19
1904,./COVID-19_Radiography_Dataset/COVID/masks/COVID-490.png,COVID-19
1905,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3497.png,COVID-19
1906,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2850.png,COVID-19
1907,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3089.png,COVID-19
1908,./COVID-19_Radiography_Dataset/COVID/masks/COVID-916.png,COVID-19
1909,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3501.png,COVID-19
1910,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3018.png,COVID-19
1911,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2708.png,COVID-19
1912,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3467.png,COVID-19
1913,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3313.png,COVID-19
1914,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3035.png,COVID-19
1915,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3094.png,COVID-19
1916,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2803.png,COVID-19
1917,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2740.png,COVID-19
1918,./COVID-19_Radiography_Dataset/COVID/masks/COVID-414.png,COVID-19
1919,./COVID-19_Radiography_Dataset/COVID/masks/COVID-699.png,COVID-19
1920,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3293.png,COVID-19
1921,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3303.png,COVID-19
1922,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3217.png,COVID-19
1923,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3485.png,COVID-19
1924,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3566.png,COVID-19
1925,./COVID-19_Radiography_Dataset/COVID/masks/COVID-605.png,COVID-19
1926,./COVID-19_Radiography_Dataset/COVID/masks/COVID-449.png,COVID-19
1927,./COVID-19_Radiography_Dataset/COVID/masks/COVID-698.png,COVID-19
1928,./COVID-19_Radiography_Dataset/COVID/masks/COVID-51.png,COVID-19
1929,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3010.png,COVID-19
1930,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3331.png,COVID-19
1931,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3141.png,COVID-19
1932,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3394.png,COVID-19
1933,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2892.png,COVID-19
1934,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3570.png,COVID-19
1935,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3324.png,COVID-19
1936,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3168.png,COVID-19
1937,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3097.png,COVID-19
1938,./COVID-19_Radiography_Dataset/COVID/masks/COVID-462.png,COVID-19
1939,./COVID-19_Radiography_Dataset/COVID/masks/COVID-927.png,COVID-19
1940,./COVID-19_Radiography_Dataset/COVID/masks/COVID-996.png,COVID-19
1941,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2662.png,COVID-19
1942,./COVID-19_Radiography_Dataset/COVID/masks/COVID-544.png,COVID-19
1943,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3419.png,COVID-19
1944,./COVID-19_Radiography_Dataset/COVID/masks/COVID-941.png,COVID-19
1945,./COVID-19_Radiography_Dataset/COVID/masks/COVID-794.png,COVID-19
1946,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3573.png,COVID-19
1947,./COVID-19_Radiography_Dataset/COVID/masks/COVID-419.png,COVID-19
1948,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2982.png,COVID-19
1949,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3291.png,COVID-19
1950,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2857.png,COVID-19
1951,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3339.png,COVID-19
1952,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3431.png,COVID-19
1953,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3392.png,COVID-19
1954,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2689.png,COVID-19
1955,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3416.png,COVID-19
1956,./COVID-19_Radiography_Dataset/COVID/masks/COVID-42.png,COVID-19
1957,./COVID-19_Radiography_Dataset/COVID/masks/COVID-704.png,COVID-19
1958,./COVID-19_Radiography_Dataset/COVID/masks/COVID-360.png,COVID-19
1959,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2913.png,COVID-19
1960,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2952.png,COVID-19
1961,./COVID-19_Radiography_Dataset/COVID/masks/COVID-47.png,COVID-19
1962,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3399.png,COVID-19
1963,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2738.png,COVID-19
1964,./COVID-19_Radiography_Dataset/COVID/masks/COVID-961.png,COVID-19
1965,./COVID-19_Radiography_Dataset/COVID/masks/COVID-399.png,COVID-19
1966,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2680.png,COVID-19
1967,./COVID-19_Radiography_Dataset/COVID/masks/COVID-979.png,COVID-19
1968,./COVID-19_Radiography_Dataset/COVID/masks/COVID-898.png,COVID-19
1969,./COVID-19_Radiography_Dataset/COVID/masks/COVID-453.png,COVID-19
1970,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3363.png,COVID-19
1971,./COVID-19_Radiography_Dataset/COVID/masks/COVID-733.png,COVID-19
1972,./COVID-19_Radiography_Dataset/COVID/masks/COVID-772.png,COVID-19
1973,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3555.png,COVID-19
1974,./COVID-19_Radiography_Dataset/COVID/masks/COVID-668.png,COVID-19
1975,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2871.png,COVID-19
1976,./COVID-19_Radiography_Dataset/COVID/masks/COVID-481.png,COVID-19
1977,./COVID-19_Radiography_Dataset/COVID/masks/COVID-648.png,COVID-19
1978,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3199.png,COVID-19
1979,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2874.png,COVID-19
1980,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3605.png,COVID-19
1981,./COVID-19_Radiography_Dataset/COVID/masks/COVID-930.png,COVID-19
1982,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2787.png,COVID-19
1983,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3389.png,COVID-19
1984,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3255.png,COVID-19
1985,./COVID-19_Radiography_Dataset/COVID/masks/COVID-429.png,COVID-19
1986,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3481.png,COVID-19
1987,./COVID-19_Radiography_Dataset/COVID/masks/COVID-95.png,COVID-19
1988,./COVID-19_Radiography_Dataset/COVID/masks/COVID-382.png,COVID-19
1989,./COVID-19_Radiography_Dataset/COVID/masks/COVID-479.png,COVID-19
1990,./COVID-19_Radiography_Dataset/COVID/masks/COVID-341.png,COVID-19
1991,./COVID-19_Radiography_Dataset/COVID/masks/COVID-493.png,COVID-19
1992,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3146.png,COVID-19
1993,./COVID-19_Radiography_Dataset/COVID/masks/COVID-60.png,COVID-19
1994,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2966.png,COVID-19
1995,./COVID-19_Radiography_Dataset/COVID/masks/COVID-268.png,COVID-19
1996,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3186.png,COVID-19
1997,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3275.png,COVID-19
1998,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3305.png,COVID-19
1999,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2670.png,COVID-19
2000,./COVID-19_Radiography_Dataset/COVID/masks/COVID-62.png,COVID-19
2001,./COVID-19_Radiography_Dataset/COVID/masks/COVID-433.png,COVID-19
2002,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2812.png,COVID-19
2003,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2815.png,COVID-19
2004,./COVID-19_Radiography_Dataset/COVID/masks/COVID-298.png,COVID-19
2005,./COVID-19_Radiography_Dataset/COVID/masks/COVID-266.png,COVID-19
2006,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3042.png,COVID-19
2007,./COVID-19_Radiography_Dataset/COVID/masks/COVID-417.png,COVID-19
2008,./COVID-19_Radiography_Dataset/COVID/masks/COVID-894.png,COVID-19
2009,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3306.png,COVID-19
2010,./COVID-19_Radiography_Dataset/COVID/masks/COVID-421.png,COVID-19
2011,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2989.png,COVID-19
2012,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3120.png,COVID-19
2013,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3452.png,COVID-19
2014,./COVID-19_Radiography_Dataset/COVID/masks/COVID-36.png,COVID-19
2015,./COVID-19_Radiography_Dataset/COVID/masks/COVID-728.png,COVID-19
2016,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3312.png,COVID-19
2017,./COVID-19_Radiography_Dataset/COVID/masks/COVID-467.png,COVID-19
2018,./COVID-19_Radiography_Dataset/COVID/masks/COVID-373.png,COVID-19
2019,./COVID-19_Radiography_Dataset/COVID/masks/COVID-273.png,COVID-19
2020,./COVID-19_Radiography_Dataset/COVID/masks/COVID-754.png,COVID-19
2021,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3086.png,COVID-19
2022,./COVID-19_Radiography_Dataset/COVID/masks/COVID-396.png,COVID-19
2023,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3494.png,COVID-19
2024,./COVID-19_Radiography_Dataset/COVID/masks/COVID-666.png,COVID-19
2025,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2880.png,COVID-19
2026,./COVID-19_Radiography_Dataset/COVID/masks/COVID-451.png,COVID-19
2027,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3279.png,COVID-19
2028,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2977.png,COVID-19
2029,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3209.png,COVID-19
2030,./COVID-19_Radiography_Dataset/COVID/masks/COVID-999.png,COVID-19
2031,./COVID-19_Radiography_Dataset/COVID/masks/COVID-764.png,COVID-19
2032,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3289.png,COVID-19
2033,./COVID-19_Radiography_Dataset/COVID/masks/COVID-784.png,COVID-19
2034,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2919.png,COVID-19
2035,./COVID-19_Radiography_Dataset/COVID/masks/COVID-625.png,COVID-19
2036,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3451.png,COVID-19
2037,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3286.png,COVID-19
2038,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3025.png,COVID-19
2039,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3171.png,COVID-19
2040,./COVID-19_Radiography_Dataset/COVID/masks/COVID-547.png,COVID-19
2041,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3165.png,COVID-19
2042,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2673.png,COVID-19
2043,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3330.png,COVID-19
2044,./COVID-19_Radiography_Dataset/COVID/masks/COVID-569.png,COVID-19
2045,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2808.png,COVID-19
2046,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2677.png,COVID-19
2047,./COVID-19_Radiography_Dataset/COVID/masks/COVID-639.png,COVID-19
2048,./COVID-19_Radiography_Dataset/COVID/masks/COVID-452.png,COVID-19
2049,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3558.png,COVID-19
2050,./COVID-19_Radiography_Dataset/COVID/masks/COVID-635.png,COVID-19
2051,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3072.png,COVID-19
2052,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3115.png,COVID-19
2053,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3350.png,COVID-19
2054,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3528.png,COVID-19
2055,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2947.png,COVID-19
2056,./COVID-19_Radiography_Dataset/COVID/masks/COVID-367.png,COVID-19
2057,./COVID-19_Radiography_Dataset/COVID/masks/COVID-727.png,COVID-19
2058,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2946.png,COVID-19
2059,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3148.png,COVID-19
2060,./COVID-19_Radiography_Dataset/COVID/masks/COVID-906.png,COVID-19
2061,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2972.png,COVID-19
2062,./COVID-19_Radiography_Dataset/COVID/masks/COVID-862.png,COVID-19
2063,./COVID-19_Radiography_Dataset/COVID/masks/COVID-358.png,COVID-19
2064,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3314.png,COVID-19
2065,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3367.png,COVID-19
2066,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2757.png,COVID-19
2067,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3412.png,COVID-19
2068,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3197.png,COVID-19
2069,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2990.png,COVID-19
2070,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3482.png,COVID-19
2071,./COVID-19_Radiography_Dataset/COVID/masks/COVID-988.png,COVID-19
2072,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3006.png,COVID-19
2073,./COVID-19_Radiography_Dataset/COVID/masks/COVID-486.png,COVID-19
2074,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3519.png,COVID-19
2075,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3271.png,COVID-19
2076,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3213.png,COVID-19
2077,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3344.png,COVID-19
2078,./COVID-19_Radiography_Dataset/COVID/masks/COVID-413.png,COVID-19
2079,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2950.png,COVID-19
2080,./COVID-19_Radiography_Dataset/COVID/masks/COVID-973.png,COVID-19
2081,./COVID-19_Radiography_Dataset/COVID/masks/COVID-2782.png,COVID-19
2082,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3496.png,COVID-19
2083,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3069.png,COVID-19
2084,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3507.png,COVID-19
2085,./COVID-19_Radiography_Dataset/COVID/masks/COVID-896.png,COVID-19
2086,./COVID-19_Radiography_Dataset/COVID/masks/COVID-30.png,COVID-19
2087,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3587.png,COVID-19
2088,./COVID-19_Radiography_Dataset/COVID/masks/COVID-710.png,COVID-19
2089,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3375.png,COVID-19
2090,./COVID-19_Radiography_Dataset/COVID/masks/COVID-3268.png,COVID-19
2091,./COVID-19_Radiography_Dataset/COVID/masks/COVID-352.png,COVID-19
2092,./COVID-19_Radiography_Dataset/COVID/masks/COVID-385.png,COVID-19
